t(yr),T_surf(K),T_pot(K),flux_surf(W/m2),flux_OLR(W/m2),flux_ASR(W/m2),phi(vol_frac),fO2_solid(bar),fO2_melt(bar),thick_surf_bl(m),massC_solid(kg),massC_melt(kg),massC_atm(kg),massH_solid(kg),massH_melt(kg),massH_atm(kg),massO_atm(kg),p_surf(bar),p_H2O(bar),p_CO2(bar),p_CO(bar),p_H2(bar),p_CH4(bar),p_O2(bar),mmw(kg/mol),R_trans(m),R_solid(m),viscosity(Pa.s)
155.643,3837.66,3696.55,259997,259997,259997,1,NaN,NaN,0.00217857,0,6.1806e+19,2.1118e+20,0,4.6681e+20,2.74036e+18,5.84346e+20,153.007,10.9885,142.019,NaN,NaN,NaN,NaN,0.0421328,NaN,3.50796e+06,0.00121402
158.443,3835.16,3694.52,258725,258725,258725,1,NaN,NaN,0.00218202,0,6.1806e+19,2.1118e+20,0,4.6681e+20,2.74036e+18,5.84346e+20,153.007,10.9885,142.019,NaN,NaN,NaN,NaN,0.0421328,NaN,3.50796e+06,0.00121576
161.257,3832.66,3692.49,257459,257459,257459,1,NaN,NaN,0.00218548,0,6.1806e+19,2.1118e+20,0,4.6681e+20,2.74036e+18,5.84346e+20,153.007,10.9885,142.019,NaN,NaN,NaN,NaN,0.0421328,NaN,3.50796e+06,0.0012175
164.085,3830.16,3690.46,256198,256198,256198,1,NaN,NaN,0.00218895,0,6.1806e+19,2.1118e+20,0,4.6681e+20,2.74036e+18,5.84346e+20,153.007,10.9885,142.019,NaN,NaN,NaN,NaN,0.0421328,NaN,3.50796e+06,0.00121924
166.927,3827.67,3688.43,254944,254944,254944,1,NaN,NaN,0.00219242,0,6.1806e+19,2.1118e+20,0,4.6681e+20,2.74036e+18,5.84346e+20,153.007,10.9885,142.019,NaN,NaN,NaN,NaN,0.0421328,NaN,3.50796e+06,0.001221
169.783,3825.17,3686.4,253695,253695,253695,1,NaN,NaN,0.0021959,0,6.1806e+19,2.1118e+20,0,4.6681e+20,2.74036e+18,5.84346e+20,153.007,10.9885,142.019,NaN,NaN,NaN,NaN,0.0421328,NaN,3.50796e+06,0.00122275
172.653,3822.67,3684.36,252452,252452,252452,1,NaN,NaN,0.00219939,0,6.1806e+19,2.1118e+20,0,4.6681e+20,2.74036e+18,5.84346e+20,153.007,10.9885,142.019,NaN,NaN,NaN,NaN,0.0421328,NaN,3.50796e+06,0.00122452
175.537,3820.17,3682.32,251214,251214,251214,1,NaN,NaN,0.00220289,0,6.1806e+19,2.1118e+20,0,4.6681e+20,2.74036e+18,5.84346e+20,153.007,10.9885,142.019,NaN,NaN,NaN,NaN,0.0421328,NaN,3.50796e+06,0.00122628
178.435,3817.68,3680.29,249983,249983,249983,1,NaN,NaN,0.0022064,0,6.1806e+19,2.1118e+20,0,4.6681e+20,2.74036e+18,5.84346e+20,153.007,10.9885,142.019,NaN,NaN,NaN,NaN,0.0421328,NaN,3.50796e+06,0.00122806
181.347,3815.18,3678.25,248757,248757,248757,1,NaN,NaN,0.00220991,0,6.1806e+19,2.1118e+20,0,4.6681e+20,2.74036e+18,5.84346e+20,153.007,10.9885,142.019,NaN,NaN,NaN,NaN,0.0421328,NaN,3.50796e+06,0.00122984
184.274,3812.68,3676.2,247537,247537,247537,1,NaN,NaN,0.00221343,0,6.1806e+19,2.1118e+20,0,4.6681e+20,2.74036e+18,5.84346e+20,153.007,10.9885,142.019,NaN,NaN,NaN,NaN,0.0421328,NaN,3.50796e+06,0.00123162
187.216,3810.18,3674.16,246322,246322,246322,1,NaN,NaN,0.00221696,0,6.1806e+19,2.1118e+20,0,4.6681e+20,2.74036e+18,5.84346e+20,153.007,10.9885,142.019,NaN,NaN,NaN,NaN,0.0421328,NaN,3.50796e+06,0.00123342
190.171,3807.69,3672.12,245114,245114,245114,1,NaN,NaN,0.00222049,0,6.1806e+19,2.1118e+20,0,4.6681e+20,2.74036e+18,5.84346e+20,153.007,10.9885,142.019,NaN,NaN,NaN,NaN,0.0421328,NaN,3.50796e+06,0.00123521
193.142,3805.19,3670.07,243910,243910,243910,1,NaN,NaN,0.00222404,0,6.1806e+19,2.1118e+20,0,4.6681e+20,2.74036e+18,5.84346e+20,153.007,10.9885,142.019,NaN,NaN,NaN,NaN,0.0421328,NaN,3.50796e+06,0.00123702
196.127,3802.69,3668.02,242713,242713,242713,1,NaN,NaN,0.00222759,0,6.1806e+19,2.1118e+20,0,4.6681e+20,2.74036e+18,5.84346e+20,153.007,10.9885,142.019,NaN,NaN,NaN,NaN,0.0421328,NaN,3.50796e+06,0.00123882
199.127,3800.19,3665.98,241521,241521,241521,1,NaN,NaN,0.00223115,0,6.1806e+19,2.1118e+20,0,4.6681e+20,2.74036e+18,5.84346e+20,153.007,10.9885,142.019,NaN,NaN,NaN,NaN,0.0421328,NaN,3.50796e+06,0.00124064
